inventory_item_id,indicator_id,ui_title,short_title,source_name,category,subcategory,category_final,subcategory_final,ui_exposure_level,currently_in_app,api_candidate_status,use_mode,neighbourhood_suitability,geography_level,geography_type,period_type,time_coverage,latest_period_available,unit_type,polarity,direction_hint,metric_family,history_available,default_view,primary_visual_final,secondary_visual_final,module_bundle_view,view_toggle_options_compact,view_toggle_options_full,comparison_view,benchmark_style,comparator_note,trend_view,trend_note,map_view_final,map_role,map_note,distribution_view,composition_view,axis_guidance,labelling_guidance,accessibility_guidance,misinterpretation_risks,visual_rationale,expert_review_questions,expert_review_amendment,operational_review_notes,operational_review_amendment,pie_allowed,suggested_aggregation_method,aggregation_warning,methodology_summary,caveats,source_url,docs_url,review_include_decision,review_primary_visual_override,review_secondary_visual_override,review_notes,notes,title
api::ohid fingertips api::fingertips_91243::share_newly_diagnosed_patients_with_depression_who_had_a_review_10_56_days_after,fingertips_91243,Newly diagnosed patients with depression who had a review 10-56 days after diagnosis (denominator incl. PCAs),Newly diagnosed patients with depression who had a review 10-56 days…,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,hidden,False,exclude_for_now,not_recommended,UNSUITABLE,Sub-ICB,nhs_sub_icb,annual,,,share,positive,higher_is_better,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,Provider or service geographies do not map safely to resident neighbourhoods.,numerator/denominator * 100,"Based on NICE menu Id: NM50This indicator supersedes DEP002 since QOF 2013/14, at which point the time frame has changed from 10-35 days to the current 10-56 days.PCN values are n…",https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/',https://fingertips.phe.org.uk/api,exclude_from_default_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_91106::rate_over_74_mortality_rate_from_stroke,fingertips_91106,Over 74 mortality rate from stroke,Over 74 mortality rate from stroke,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,advanced,False,maybe_later,hidden_for_now,LOW,National,national,annual,2004 to 2024,2024,rate,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",Numerator data for each age band are divided by the denominator population data for each age band respectively to give age specific death rates for the area. T…,"Following Census 2021, the Office for National Statistics (ONS) carried out reconciliation and rebasing of the mid-year population estimates (MYE) it produces. This process happen…",https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=91106,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93088::share_c16_overweight_including_obesity_prevalence_in_adults_using_adjusted_self_,fingertips_93088,Overweight or obese adults,Overweight or obese adults,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,standard,False,recommended_phase2,benchmark_only,MEDIUM,Sub-ICB,nhs_sub_icb,annual,2015/16 to 2023/24,2023/24,share,negative,higher_is_worse,benchmark_context,True,benchmark_only_compare,benchmark_only_compare,trend_line,,benchmark_only_compare|trend_line,benchmark_only_compare|trend_line,benchmark_only_compare,direct_labelled_markers_selected_borough_london,"Show against borough, London or source geography benchmark only; do not fabricate a neighbourhood estimate.",trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,This indicator is better used for context or benchmarking than as a direct neighbourhood estimate.,Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Lead with a simple sentence: above or below borough and London.,Show simple comparator badges and a one-line interpretation first.,no,direct_lookup,"Useful for borough or ICB context, but not a direct neighbourhood measure.","The age standardised proportions presented are directly age standardised rates per 100 people, represented as a percentage. This is the weighted number of resp…","As outlined in the Methodology section, this indicator uses prediction equations to adjust the self reported height and weight of respondents. Prediction equations are specific to…",https://www.sportengland.org/research/active-lives-survey/,https://fingertips.phe.org.uk/api,include_in_tiered_nav,,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator. Also included in the concise API review menu.,
api::ohid fingertips api::fingertips_90600::share_patients_with_severe_mental_health_issues_having_a_comprehensive_care_plan,fingertips_90600,Patients with severe mental health issues having a comprehensive care plan (denominator incl. PCAs),Patients with severe mental health issues having a comprehensive care…,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,hidden,False,exclude_for_now,not_recommended,UNSUITABLE,Sub-ICB,nhs_sub_icb,annual,,,share,positive,higher_is_better,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,Provider or service geographies do not map safely to resident neighbourhoods.,numerator/denominator * 100,Based on NICE menu Id: NM108PCN values are not necessarily a perfect match with the values published in QOF because these groups of practices are still changing quite frequently.…,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/',https://fingertips.phe.org.uk/api,exclude_from_default_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93754::rate_b10_killed_and_seriously_injured_casualties_on_england_s_roads,fingertips_93754,People killed or seriously injured on roads,People killed or seriously injured on roads,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,rate,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",Crude rate per 1 billion vehicle miles. Values published by DfT are the number of killed or seriously injuredevents divided by the vehicle miles travelled and…,There is no obligation for people to report all personal injury accidents to the police. These figures do not represent the full range of accidents and casualties in England. Deta…,https://assets.publishing.service.gov.uk/media/66f44bd130536cb927482734/ras0402.ods,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93014::share_c17a_percentage_of_physically_active_adults,fingertips_93014,Physically active adults,Physically active adults,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,2015/16 to 2023/24,2023/24,share,positive,higher_is_better,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",The numerator is divided by the denominator and multiplied by 100.The survey uses a 28 day reference period to record the number of minutes of physical activit…,"The values are calculated from the Active Lives Adult Survey a self report survey, which is subjective and is influenced by the respondent's ability to recall and assess their phy…",https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=93014,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_92706::rate_post_neonatal_mortality_rate,fingertips_92706,Post-neonatal mortality rate,Post-neonatal mortality rate,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,The data will be updated annually,,rate,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.","Crude rate per 1,000 live births: The number of deaths between 28 days and 1 year is divided by the number of live births in the same area and multiplied by 1,…",Live births were assigned to geographical areas by Office for National Statistics (ONS) using the postcode of mother’s usual residence and the National Statistics Postcode Directo…,https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=92706,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_94075::rate_potential_working_years_of_life_lost_pwyll_due_to_alcohol_related_condition,fingertips_94075,Potential working years of life lost (PWYLL) due to alcohol-related conditions,Potential working years of life lost (PWYLL) due to alcohol-related c…,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,rate,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",Numerator data for each age band are divided by the denominator population data for each age band respectively to giveage specific rates of years of life lostf…,There is the potential for the underlying cause of death to be incorrectly attributed on the death certificate and the cause of death misclassified. Alcohol-attributable fractions…,https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=94075,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93880::rate_potential_years_of_life_lost_pyll_due_to_alcohol_related_conditions,fingertips_93880,Potential years of life lost (PYLL) due to alcohol-related conditions,Potential years of life lost (PYLL) due to alcohol-related conditions,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,rate,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",Deaths from alcohol-related conditions are extracted and assigned an alcohol attributable fraction based on underlying cause of death (and all cause of deaths…,There is the potential for the underlying cause of death to be incorrectly attributed on the death certificate and the cause of death misclassified. Alcohol-attributable fractions…,https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=93880,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_92407::rate_potential_years_of_life_lost_due_to_smoking_related_illness,fingertips_92407,Potential years of life lost due to smoking related illness,Potential years of life lost due to smoking related illness,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,2012 - 14 to 2016 - 18,2016 - 18,rate,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",The directly age standardised rate is the potential number of years of life lost that would occur in a standard population if that population were to experienc…,Care should be taken in the interpretation of this indicator as this may well be an under-reporting of the actual potential years of life lost. This is due to the fact that althou…,https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=92407,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93728::rate_premature_mortality_due_to_cancer_in_adults_with_severe_mental_illness_smi,fingertips_93728,Premature mortality due to cancer in adults with severe mental illness (SMI),Premature mortality due to cancer in adults with severe mental illnes…,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,Annual,,rate,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",Directly age standardised rate,Variations in access to secondary mental health services and referral practice in different local authorities will affect the indicator. Areas where few adults access services wil…,https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=93728,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
api::ohid fingertips api::fingertips_93727::rate_premature_mortality_due_to_cardiovascular_diseases_in_adults_with_severe_me,fingertips_93727,Premature mortality due to cardiovascular diseases in adults with severe mental illness (SMI),Premature mortality due to cardiovascular diseases in adults with sev…,OHID Fingertips API,Health & Wellbeing,Health status and outcomes,Health & Wellbeing,General health outcomes,advanced,False,maybe_later,hidden_for_now,LOW,Region,official_region,annual,2015 - 17 to 2021 - 23,2021 - 23,rate,negative,higher_is_worse,snapshot_comparison,True,benchmark_lollipop,benchmark_lollipop,trend_line,,benchmark_lollipop|trend_line,benchmark_lollipop|trend_line,benchmark_lollipop,direct_labelled_markers_selected_borough_london,Compare selected neighbourhood(s) to borough and London using direct-labelled markers; preserve multi-borough logic.,trend_line,Enable trend toggle when multiple periods are available; default to latest 12 to 24 periods for monthly series.,none,none,No choropleth by default.,none,none,Use a shared baseline and consistent scale across comparators; marker charts may crop the axis if it improves readability without exaggeration.,"Direct-label Selected, Borough and London markers; avoid legends.",Keep backgrounds plain and gridlines light; do not rely on colour alone; prefer direct labels over legends; use accessible contrast and provide plain-language help text.,"Snapshot comparisons show the latest available position; small differences may not be practically meaningful, so keep comparator labels and units explicit.",Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail.,Does the scale exaggerate small differences or make very large benchmark gaps meaningless?,"Direct-label Selected, Borough and London and keep the scale consistent across similar indicators.",Do not surface by default; keep behind search or All indicators mode. Lead with a simple sentence: above or below borough and London.,Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.,no,recompute_rate_from_numerator_denominator,"The geography is not strong enough for the current app, but the indicator may still be worth keeping in reserve.",Directly age standardised rate,Variations in access to secondary mental health services and referral practice in different local authorities will affect the indicator. Areas where few adults access services wil…,https://fingertips.phe.org.uk/api/indicator_metadata/csv/by_indicator_id?indicator_ids=93727,https://fingertips.phe.org.uk/api,include_in_tiered_nav,benchmark_lollipop,trend_line,"Default to a direct comparison view because neighbourhood users usually need to know how the selected area compares with borough and London before exploring detail. Direct-label Selected, Borough and London and keep the scale consistent across similar indicators. Default hidden from first-load navigation. Show simple comparator badges and a one-line interpretation first.",Full harvested Fingertips indicator.,
