date,geography,geography code,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Total: All usual residents aged 3 years and over
2021,Camden 002C,E01000895,1225,277,195,55,0,27,1502
2021,Camden 002D,E01000896,1212,187,150,29,0,8,1399
2021,Camden 008D,E01000897,1196,286,228,50,0,8,1482
2021,Camden 008E,E01000898,1150,388,246,110,5,27,1538
2021,Camden 002E,E01000899,1299,210,150,45,2,13,1509
2021,Camden 012A,E01000900,1396,243,155,44,9,35,1639
2021,Camden 007D,E01000901,1511,388,157,140,9,82,1899
2021,Camden 012B,E01000902,1101,275,130,94,3,48,1376
2021,Camden 006E,E01000903,1171,200,121,44,7,28,1371
2021,Camden 012C,E01000904,1592,419,209,116,17,77,2011
2021,Camden 012D,E01000905,1467,348,137,119,21,71,1815
2021,Camden 012E,E01000906,1111,282,213,45,4,20,1393
2021,Camden 001A,E01000907,1269,161,89,50,2,20,1430
2021,Camden 001B,E01000908,1327,163,101,45,2,15,1490
2021,Camden 001C,E01000909,1379,138,107,25,0,6,1517
2021,Camden 003A,E01000910,1178,137,91,32,2,12,1315
2021,Camden 003B,E01000911,1240,155,87,43,7,18,1395
2021,Camden 001D,E01000912,1353,182,87,55,6,34,1535
2021,Camden 001E,E01000913,1445,122,87,28,2,5,1567
2021,Camden 028B,E01000914,1099,299,190,81,5,23,1398
2021,Camden 027A,E01000915,1121,363,147,131,23,62,1484
2021,Camden 027B,E01000916,1408,422,271,101,6,44,1830
2021,Camden 027C,E01000917,1291,325,142,115,17,51,1616
2021,Camden 028C,E01000918,1333,434,269,99,8,58,1767
2021,Camden 028D,E01000919,1110,313,201,75,5,32,1423
2021,Camden 027D,E01000920,1270,326,193,71,10,52,1596
2021,Camden 003C,E01000921,1513,318,196,77,6,39,1831
2021,Camden 007E,E01000922,1427,452,223,112,13,104,1879
2021,Camden 003D,E01000923,1251,151,99,34,3,15,1402
2021,Camden 009C,E01000924,1287,237,163,57,1,16,1524
2021,Camden 009D,E01000925,1186,266,128,82,4,52,1452
2021,Camden 009E,E01000926,1205,225,137,64,5,19,1430
2021,Camden 007F,E01000927,1215,274,174,60,5,35,1489
2021,Camden 003E,E01000928,1439,228,132,65,6,25,1667
2021,Camden 020A,E01000929,1393,472,209,177,8,78,1865
2021,Camden 020B,E01000930,1349,663,287,249,17,110,2012
2021,Camden 013C,E01000931,1397,566,258,185,22,101,1963
2021,Camden 013D,E01000932,1341,367,229,95,11,32,1708
2021,Camden 020C,E01000933,1299,414,237,107,5,65,1713
2021,Camden 020D,E01000934,1072,409,184,144,9,72,1481
2021,Camden 020E,E01000935,1134,401,197,140,10,54,1535
2021,Camden 029G,E01000937,740,363,260,76,2,25,1103
2021,Camden 029A,E01000938,942,382,215,106,7,54,1324
2021,Camden 029B,E01000939,970,442,171,174,12,85,1412
2021,Camden 029D,E01000941,877,279,100,101,17,61,1156
2021,Camden 029C,E01000942,748,250,145,77,2,26,998
2021,Camden 029F,E01000943,1115,464,332,100,7,25,1579
2021,Camden 023A,E01000944,1042,390,173,148,14,55,1432
2021,Camden 021B,E01000946,1168,343,220,79,8,36,1511
2021,Camden 021C,E01000947,1205,425,273,102,3,47,1630
2021,Camden 021D,E01000948,1238,252,162,64,2,24,1490
2021,Camden 023C,E01000949,1218,329,180,95,9,45,1547
2021,Camden 023E,E01000951,1085,395,166,152,7,70,1480
2021,Camden 022A,E01000952,1283,369,163,137,12,57,1652
2021,Camden 022C,E01000954,1282,399,164,149,18,68,1681
2021,Camden 022D,E01000955,1031,271,114,105,10,42,1302
2021,Camden 022E,E01000956,1085,379,151,130,16,82,1464
2021,Camden 019C,E01000957,984,293,192,60,2,39,1277
2021,Camden 019D,E01000958,2063,782,413,277,13,79,2845
2021,Camden 019E,E01000959,1244,403,188,135,14,66,1647
2021,Camden 017A,E01000960,1324,469,272,132,2,63,1793
2021,Camden 017B,E01000961,1239,492,249,163,9,71,1731
2021,Camden 016A,E01000962,1162,333,276,44,5,8,1495
2021,Camden 017C,E01000963,1190,641,296,234,17,94,1831
2021,Camden 016B,E01000964,1320,349,243,87,4,15,1669
2021,Camden 016C,E01000965,1260,399,267,105,2,25,1659
2021,Camden 016D,E01000966,1180,368,302,47,2,17,1548
2021,Camden 017D,E01000967,1173,302,216,57,2,27,1475
2021,Camden 016E,E01000968,1138,273,205,40,3,25,1411
2021,Camden 010A,E01000969,1433,337,240,74,2,21,1770
2021,Camden 010B,E01000970,1095,256,167,54,5,30,1351
2021,Camden 010C,E01000971,1046,228,146,61,3,18,1274
2021,Camden 010D,E01000972,1433,467,241,157,12,57,1900
2021,Camden 010E,E01000973,1907,581,377,125,10,69,2488
2021,Camden 013E,E01000974,1177,358,189,96,8,65,1535
2021,Croydon 022A,E01000975,1742,495,260,170,7,58,2237
2021,Croydon 022B,E01000976,1508,513,205,194,11,103,2021
2021,Croydon 022C,E01000977,1424,432,179,149,21,83,1856
2021,Croydon 022D,E01000978,1295,343,174,122,4,43,1638
2021,Croydon 022E,E01000979,1321,351,159,137,6,49,1672
2021,Croydon 017A,E01000980,1223,216,88,75,8,45,1439
2021,Croydon 017B,E01000981,1415,251,106,102,5,38,1666
2021,Croydon 017C,E01000982,1361,241,115,75,7,44,1602
2021,Croydon 017D,E01000983,1482,274,105,115,5,49,1756
2021,Croydon 022F,E01000984,1417,370,153,135,5,77,1787
2021,Croydon 021A,E01000985,1300,123,50,50,4,19,1423
2021,Croydon 021B,E01000986,1514,186,79,69,7,31,1700
2021,Croydon 021C,E01000987,1193,126,69,38,3,16,1319
2021,Croydon 018A,E01000989,1546,143,78,45,2,18,1689
2021,Croydon 045A,E01000990,1216,187,85,64,4,34,1403
2021,Croydon 018B,E01000991,1548,153,82,50,3,18,1701
2021,Croydon 014A,E01000992,1623,193,77,80,4,32,1816
2021,Croydon 021D,E01000993,1366,212,95,82,9,26,1578
2021,Croydon 009A,E01000994,1175,372,118,148,7,99,1547
2021,Croydon 009B,E01000995,1101,551,185,217,22,127,1652
2021,Croydon 009C,E01000996,970,316,132,111,9,64,1286
2021,Croydon 009D,E01000997,1107,356,138,138,10,70,1463
2021,Croydon 010A,E01000998,1061,365,137,146,9,73,1426
2021,Croydon 009E,E01000999,950,339,125,152,8,54,1289
2021,Croydon 010B,E01001000,912,384,125,172,13,74,1296
2021,Croydon 013A,E01001001,1027,325,94,152,6,73,1352
2021,Croydon 009F,E01001002,1061,352,125,137,11,79,1413
2021,Croydon 010C,E01001003,1160,364,173,132,11,48,1524
2021,Croydon 015A,E01001004,1649,438,184,174,11,69,2087
2021,Croydon 019A,E01001005,1063,609,251,246,7,105,1672
2021,Croydon 016A,E01001006,1289,425,185,176,10,54,1714
2021,Croydon 016B,E01001007,1175,765,293,355,14,103,1940
2021,Croydon 019B,E01001008,1215,398,160,147,10,81,1613
2021,Croydon 019C,E01001009,1372,568,230,234,10,94,1940
2021,Croydon 019D,E01001010,1343,315,122,131,8,54,1658
2021,Croydon 019E,E01001011,1499,673,250,288,18,117,2172
2021,Croydon 020A,E01001012,1474,519,204,201,13,101,1993
2021,Croydon 020B,E01001013,1485,583,172,257,21,133,2068
2021,Croydon 041A,E01001015,1331,106,65,34,1,6,1437
2021,Croydon 041B,E01001016,1568,136,82,33,5,16,1704
2021,Croydon 043A,E01001017,1530,50,35,9,0,6,1580
2021,Croydon 044A,E01001018,1553,41,33,6,0,2,1594
2021,Croydon 044B,E01001019,1357,54,38,10,1,5,1411
2021,Croydon 044C,E01001020,1511,56,34,15,1,6,1567
2021,Croydon 044D,E01001021,1226,102,38,42,6,16,1328
2021,Croydon 044E,E01001022,1391,53,33,16,0,4,1444
2021,Croydon 041C,E01001023,2140,308,161,102,6,39,2448
2021,Croydon 043B,E01001024,1224,66,38,19,2,7,1290
2021,Croydon 043C,E01001025,1231,59,28,13,2,16,1290
2021,Croydon 043D,E01001026,1717,76,47,19,2,8,1793
2021,Croydon 043E,E01001027,2457,268,201,53,4,10,2725
2021,Croydon 038A,E01001028,1465,150,106,31,3,10,1615
2021,Croydon 038B,E01001029,1418,238,139,64,5,30,1656
2021,Croydon 038C,E01001030,1261,145,91,42,3,9,1406
2021,Croydon 038D,E01001031,1311,101,47,36,2,16,1412
2021,Croydon 035A,E01001032,1418,86,58,22,2,4,1504
2021,Croydon 031A,E01001033,1313,271,109,117,7,38,1584
2021,Croydon 031B,E01001034,1327,197,88,72,6,31,1524
2021,Croydon 047C,E01001035,1475,298,153,108,5,32,1773
2021,Croydon 029A,E01001036,1417,162,107,39,3,13,1579
2021,Croydon 029B,E01001037,1248,199,110,56,3,30,1447
2021,Croydon 029C,E01001038,1529,308,152,124,4,28,1837
2021,Croydon 029D,E01001039,1386,128,80,37,1,10,1514
2021,Croydon 029E,E01001040,1359,284,129,110,7,38,1643
2021,Croydon 031C,E01001041,1347,299,130,110,12,47,1646
2021,Croydon 024B,E01001042,1528,537,237,187,27,86,2065
2021,Croydon 023A,E01001044,1521,485,293,132,5,55,2006
2021,Croydon 023B,E01001046,1238,605,387,155,15,48,1843
2021,Croydon 047A,E01001047,1288,369,178,128,11,52,1657
2021,Croydon 023C,E01001049,1209,181,115,43,0,23,1390
2021,Croydon 023D,E01001050,1288,369,206,103,11,49,1657
2021,Croydon 030A,E01001051,1379,167,69,72,2,24,1546
2021,Croydon 030B,E01001052,1310,120,46,46,1,27,1430
2021,Croydon 032A,E01001053,1402,136,67,48,4,17,1538
2021,Croydon 030C,E01001054,1652,153,77,48,3,25,1805
2021,Croydon 032B,E01001055,1408,118,56,41,6,15,1526
2021,Croydon 030D,E01001056,1512,235,111,91,4,29,1747
2021,Croydon 030E,E01001057,1535,187,82,57,1,47,1722
2021,Croydon 034A,E01001058,1223,84,45,24,2,13,1307
2021,Croydon 034B,E01001059,1274,109,66,31,1,11,1383
2021,Croydon 034C,E01001060,1432,124,63,48,2,11,1556
2021,Croydon 034D,E01001061,1429,131,72,47,0,12,1560
2021,Croydon 026A,E01001062,1341,139,78,41,3,17,1480
2021,Croydon 026B,E01001063,1351,141,75,42,7,17,1492
2021,Croydon 026C,E01001064,1434,132,72,46,1,13,1566
2021,Croydon 034E,E01001065,1211,78,47,22,2,7,1289
2021,Croydon 034F,E01001066,1253,159,59,64,2,34,1412
2021,Croydon 041D,E01001067,1543,74,38,24,1,11,1617
2021,Croydon 042A,E01001068,1668,103,68,27,1,7,1771
2021,Croydon 040A,E01001069,1226,90,58,19,3,10,1316
2021,Croydon 040B,E01001070,1587,146,62,52,4,28,1733
2021,Croydon 042B,E01001071,1721,118,70,37,0,11,1839
2021,Croydon 042C,E01001072,1355,95,62,25,1,7,1450
2021,Croydon 037A,E01001073,1233,143,77,42,9,15,1376
2021,Croydon 041E,E01001074,1693,182,105,54,5,18,1875
2021,Croydon 040C,E01001075,1411,151,88,47,1,15,1562
2021,Croydon 036A,E01001076,1468,134,59,49,3,23,1602
2021,Croydon 032C,E01001077,1166,128,61,44,3,20,1294
2021,Croydon 032D,E01001078,1257,151,51,71,4,25,1408
2021,Croydon 036B,E01001079,1470,98,58,29,0,11,1568
2021,Croydon 036C,E01001080,1304,126,66,38,6,16,1430
2021,Croydon 036D,E01001081,1318,103,62,27,2,12,1421
2021,Croydon 032E,E01001082,1389,118,77,30,0,11,1507
2021,Croydon 003A,E01001083,1260,314,132,124,5,53,1574
2021,Croydon 002A,E01001084,1577,306,139,117,7,43,1883
2021,Croydon 004A,E01001085,1137,509,198,215,16,80,1646
2021,Croydon 003B,E01001086,1326,350,137,130,13,70,1676
2021,Croydon 003C,E01001087,1839,828,348,316,23,141,2667
2021,Croydon 004B,E01001088,1331,303,127,125,5,46,1634
2021,Croydon 004C,E01001089,1240,497,221,178,17,81,1737
2021,Croydon 004D,E01001090,1593,593,202,235,25,131,2186
2021,Croydon 004E,E01001091,1250,289,113,109,20,47,1539
2021,Croydon 037B,E01001092,1675,198,106,64,3,25,1873
2021,Croydon 037C,E01001093,1479,249,116,84,10,39,1728
2021,Croydon 038E,E01001094,1473,129,73,39,2,15,1602
2021,Croydon 031D,E01001095,1270,185,103,57,1,24,1455
2021,Croydon 037D,E01001096,1315,116,79,24,0,13,1431
2021,Croydon 037E,E01001097,1936,358,192,119,7,40,2294
2021,Croydon 037F,E01001098,1343,80,52,20,0,8,1423
2021,Croydon 040D,E01001099,1369,157,99,43,4,11,1526
2021,Croydon 031E,E01001100,1305,149,81,48,4,16,1454
2021,Croydon 035B,E01001101,1337,49,33,13,0,3,1386
2021,Croydon 035C,E01001102,1405,73,41,23,1,8,1478
2021,Croydon 039A,E01001103,1530,60,32,13,1,14,1590
2021,Croydon 042D,E01001104,1503,110,83,19,2,6,1613
2021,Croydon 039B,E01001105,1593,95,50,35,4,6,1688
2021,Croydon 039C,E01001106,1386,77,35,25,2,15,1463
2021,Croydon 035D,E01001107,1456,167,116,37,3,11,1623
2021,Croydon 035E,E01001108,1634,100,74,14,2,10,1734
2021,Croydon 013B,E01001109,1813,427,178,165,12,72,2240
2021,Croydon 020D,E01001110,1583,461,181,199,6,75,2044
2021,Croydon 010D,E01001111,1316,374,146,141,14,73,1690
2021,Croydon 013C,E01001112,1617,305,132,114,8,51,1922
2021,Croydon 013D,E01001113,1522,344,136,121,14,73,1866
2021,Croydon 013E,E01001114,1146,296,96,145,7,48,1442
2021,Croydon 015B,E01001115,1321,410,163,144,18,85,1731
2021,Croydon 013F,E01001116,1148,318,123,123,8,64,1466
2021,Croydon 020E,E01001118,1655,403,140,148,10,105,2058
2021,Croydon 034G,E01001119,1357,46,30,11,2,3,1403
2021,Croydon 033A,E01001120,1198,97,58,27,3,9,1295
2021,Croydon 039D,E01001121,1222,75,53,15,1,6,1297
2021,Croydon 033B,E01001122,1226,185,105,61,3,16,1411
2021,Croydon 033C,E01001123,1469,111,71,27,0,13,1580
2021,Croydon 033D,E01001124,1427,102,65,24,4,9,1529
2021,Croydon 033E,E01001125,1430,163,95,46,4,18,1593
2021,Croydon 034H,E01001126,1291,79,54,12,3,10,1370
2021,Croydon 025A,E01001127,1472,110,53,49,0,8,1582
2021,Croydon 025B,E01001128,1397,153,56,62,1,34,1550
2021,Croydon 026D,E01001129,1277,87,62,20,1,4,1364
2021,Croydon 025C,E01001130,1425,264,114,110,3,37,1689
2021,Croydon 018C,E01001131,1379,126,56,53,3,14,1505
2021,Croydon 018D,E01001132,1438,137,78,42,1,16,1575
2021,Croydon 026E,E01001133,1428,122,53,45,3,21,1550
2021,Croydon 018E,E01001134,1405,157,84,55,0,18,1562
2021,Croydon 025D,E01001135,1508,142,80,38,1,23,1650
2021,Croydon 007A,E01001136,1567,366,145,148,12,61,1933
2021,Croydon 001A,E01001137,1736,273,119,117,8,29,2009
2021,Croydon 001B,E01001138,1330,119,71,27,8,13,1449
2021,Croydon 007B,E01001139,1423,196,83,76,4,33,1619
2021,Croydon 007C,E01001140,1346,208,100,67,10,31,1554
2021,Croydon 008A,E01001141,1017,216,107,74,2,33,1233
2021,Croydon 007D,E01001142,1586,278,176,71,5,26,1864
2021,Croydon 008B,E01001143,1559,292,100,124,6,62,1851
2021,Croydon 007E,E01001144,1376,305,141,103,8,53,1681
2021,Croydon 008C,E01001145,1453,302,104,124,10,64,1755
2021,Croydon 006A,E01001146,1278,207,90,83,9,25,1485
2021,Croydon 005A,E01001147,1385,319,128,124,14,53,1704
2021,Croydon 005B,E01001148,1463,239,107,84,6,42,1702
2021,Croydon 006B,E01001149,1284,224,89,95,2,38,1508
2021,Croydon 006C,E01001150,1470,178,80,57,8,33,1648
2021,Croydon 005C,E01001151,1339,343,126,127,16,74,1682
2021,Croydon 005D,E01001152,1364,615,177,242,22,174,1979
2021,Croydon 006D,E01001153,1319,272,104,109,14,45,1591
2021,Croydon 006E,E01001154,1445,435,184,158,17,76,1880
2021,Croydon 010E,E01001155,1352,363,144,131,16,72,1715
2021,Croydon 001C,E01001156,1449,258,124,79,8,47,1707
2021,Croydon 002B,E01001157,1488,301,136,107,12,46,1789
2021,Croydon 005E,E01001158,1291,187,70,76,8,33,1478
2021,Croydon 002C,E01001159,1560,312,148,96,7,61,1872
2021,Croydon 002D,E01001160,1491,398,178,143,11,66,1889
2021,Croydon 003D,E01001161,1379,327,119,125,11,72,1706
2021,Croydon 001D,E01001162,1557,198,98,60,4,36,1755
2021,Croydon 002E,E01001163,1637,256,121,97,4,34,1893
2021,Croydon 001E,E01001164,1647,254,127,92,1,34,1901
2021,Croydon 024C,E01001165,1408,370,162,135,3,70,1778
2021,Croydon 024D,E01001166,1500,380,178,136,7,59,1880
2021,Croydon 028A,E01001167,1826,414,205,141,6,62,2240
2021,Croydon 024E,E01001168,1368,393,189,155,7,42,1761
2021,Croydon 028B,E01001169,1506,232,98,91,6,37,1738
2021,Croydon 047D,E01001170,1550,310,146,116,11,37,1860
2021,Croydon 028C,E01001171,1429,261,138,82,5,36,1690
2021,Croydon 028D,E01001172,1835,296,110,134,8,44,2131
2021,Croydon 028E,E01001173,2248,370,184,138,6,42,2618
2021,Croydon 011A,E01001174,1181,446,207,166,8,65,1627
2021,Croydon 011B,E01001175,1141,433,139,173,21,100,1574
2021,Croydon 011C,E01001176,1265,514,213,192,17,92,1779
2021,Croydon 016C,E01001177,1154,455,183,191,3,78,1609
2021,Croydon 015D,E01001178,1083,429,162,167,15,85,1512
2021,Croydon 016D,E01001179,1118,475,182,194,9,90,1593
2021,Croydon 016E,E01001180,1285,606,239,226,26,115,1891
2021,Croydon 015E,E01001181,1517,503,200,198,11,94,2020
2021,Croydon 011D,E01001182,910,402,175,160,15,52,1312
2021,Croydon 011E,E01001183,1233,503,203,182,15,103,1736
2021,Croydon 011F,E01001184,953,299,112,129,9,49,1252
2021,Croydon 014B,E01001185,1393,237,107,82,7,41,1630
2021,Croydon 014C,E01001186,1401,222,99,79,6,38,1623
2021,Croydon 017E,E01001187,1616,298,140,96,6,56,1914
2021,Croydon 014D,E01001188,1643,219,92,74,11,42,1862
2021,Croydon 045B,E01001189,1063,102,55,37,1,9,1165
2021,Croydon 045C,E01001190,1363,131,69,40,2,20,1494
2021,Croydon 008D,E01001191,1661,315,124,127,9,55,1976
2021,Croydon 008E,E01001192,1320,197,99,67,5,26,1517
2021,Croydon 014E,E01001193,1512,140,65,53,3,19,1652
2021,Croydon 045D,E01001194,1383,157,66,55,2,34,1540
2021,Ealing 021A,E01001195,1099,660,183,293,38,146,1759
2021,Ealing 015A,E01001196,1101,455,184,180,7,84,1556
2021,Ealing 021B,E01001197,1114,688,229,220,38,201,1802
2021,Ealing 021C,E01001198,1152,341,164,135,1,41,1493
2021,Ealing 021D,E01001199,1176,428,190,166,5,67,1604
2021,Ealing 025A,E01001200,1236,297,162,92,3,40,1533
2021,Ealing 025B,E01001201,1286,250,132,86,6,26,1536
2021,Ealing 025C,E01001202,1636,759,322,289,17,131,2395
2021,Ealing 025D,E01001203,1172,459,194,176,7,82,1631
2021,Ealing 018A,E01001204,1302,277,136,95,2,44,1579
2021,Ealing 018B,E01001205,1265,443,198,138,16,91,1708
2021,Ealing 018C,E01001206,1082,421,145,161,14,101,1503
2021,Ealing 018D,E01001207,1328,358,199,110,5,44,1686
2021,Ealing 018E,E01001208,1169,169,103,42,4,20,1338
2021,Ealing 013A,E01001209,1393,239,139,73,3,24,1632
2021,Ealing 016A,E01001210,1344,473,192,172,12,97,1817
2021,Ealing 013B,E01001211,1361,337,183,108,7,39,1698
2021,Ealing 018F,E01001212,1372,365,188,126,5,46,1737
2021,Ealing 023A,E01001213,1152,793,267,314,27,185,1945
2021,Ealing 023B,E01001214,916,789,335,282,21,151,1705
2021,Ealing 023C,E01001215,1142,862,270,343,40,209,2004
2021,Ealing 023D,E01001216,876,815,326,279,30,180,1691
2021,Ealing 014A,E01001217,963,456,160,189,16,91,1419
2021,Ealing 012A,E01001218,1161,777,279,318,31,149,1938
2021,Ealing 029A,E01001219,1428,699,206,303,25,165,2127
2021,Ealing 029B,E01001220,957,505,186,182,18,119,1462
2021,Ealing 041B,E01001223,1039,367,206,101,6,54,1406
2021,Ealing 019B,E01001224,1360,161,81,54,0,26,1521
2021,Ealing 041A,E01001225,1370,402,230,118,6,48,1772
2021,Ealing 019C,E01001226,1117,336,205,93,6,32,1453
2021,Ealing 019D,E01001227,1152,333,165,123,3,42,1485
2021,Ealing 019E,E01001228,1276,511,255,165,22,69,1787
2021,Ealing 031A,E01001229,1161,320,161,115,4,40,1481
2021,Ealing 031B,E01001230,1112,220,121,68,2,29,1332
2021,Ealing 027A,E01001231,1475,518,273,191,9,45,1993
2021,Ealing 031C,E01001232,1151,367,177,116,11,63,1518
2021,Ealing 031D,E01001233,1075,309,149,98,11,51,1384
2021,Ealing 027B,E01001234,1021,303,177,92,2,32,1324
2021,Ealing 042D,E01001235,1184,537,250,188,18,81,1721
2021,Ealing 042C,E01001236,1093,336,201,97,2,36,1429
2021,Ealing 031E,E01001237,1270,253,156,75,3,19,1523
2021,Ealing 015C,E01001239,1042,390,174,137,9,70,1432
2021,Ealing 024A,E01001240,1134,650,312,239,12,87,1784
2021,Ealing 024B,E01001241,1140,667,264,279,18,106,1807
2021,Ealing 024C,E01001242,1184,385,170,142,12,61,1569
2021,Ealing 024D,E01001243,1471,828,401,281,20,126,2299
2021,Ealing 024E,E01001244,1843,850,386,328,24,112,2693
2021,Ealing 024F,E01001245,1574,466,253,157,15,41,2040
2021,Ealing 015D,E01001246,1239,524,213,200,11,100,1763
2021,Ealing 015E,E01001247,1440,778,320,306,21,131,2218
2021,Ealing 035A,E01001248,1292,266,130,86,6,44,1558
2021,Ealing 028A,E01001249,1650,709,348,244,13,104,2359
2021,Ealing 028B,E01001250,1541,552,232,200,7,113,2093
2021,Ealing 030A,E01001251,1378,357,186,113,8,50,1735
2021,Ealing 030B,E01001252,1674,703,279,254,24,146,2377
2021,Ealing 030C,E01001253,1633,425,187,163,10,65,2058
2021,Ealing 030D,E01001254,1435,251,107,100,6,38,1686
2021,Ealing 028C,E01001255,1342,190,87,74,4,25,1532
2021,Ealing 008A,E01001257,1476,661,278,256,21,106,2137
2021,Ealing 010B,E01001258,1189,618,259,233,18,108,1807
2021,Ealing 014B,E01001259,907,630,244,250,20,116,1537
2021,Ealing 012B,E01001260,1279,695,265,280,22,128,1974
2021,Ealing 012C,E01001261,1458,777,271,351,18,137,2235
2021,Ealing 010C,E01001262,1130,442,166,167,26,83,1572
2021,Ealing 010D,E01001263,1325,540,218,207,22,93,1865
2021,Ealing 010E,E01001264,1252,517,187,236,12,82,1769
2021,Ealing 006A,E01001265,1082,586,202,267,12,105,1668
2021,Ealing 006B,E01001266,1193,598,243,246,12,97,1791
2021,Ealing 006C,E01001267,1324,647,243,236,24,144,1971
2021,Ealing 012D,E01001268,1382,524,213,187,29,95,1906
2021,Ealing 001A,E01001269,1335,852,367,313,8,164,2187
2021,Ealing 004A,E01001270,1139,576,212,253,16,95,1715
2021,Ealing 001B,E01001271,1207,641,226,284,15,116,1848
2021,Ealing 006D,E01001272,1023,650,253,242,24,131,1673
2021,Ealing 041C,E01001273,1144,492,236,154,16,86,1636
2021,Ealing 041E,E01001274,863,696,257,216,51,172,1559
2021,Ealing 041D,E01001275,1285,453,272,123,6,52,1738
2021,Ealing 011A,E01001276,1049,679,272,296,9,102,1728
2021,Ealing 011B,E01001277,1178,740,321,287,24,108,1918
2021,Ealing 011C,E01001278,1158,821,344,282,37,158,1979
2021,Ealing 013C,E01001279,1216,238,148,63,0,27,1454
2021,Ealing 011D,E01001280,1217,548,289,183,10,66,1765
2021,Ealing 013D,E01001281,1309,212,119,68,8,17,1521
2021,Ealing 016B,E01001282,1126,423,176,159,15,73,1549
2021,Ealing 016C,E01001283,1268,459,159,181,26,93,1727
2021,Ealing 022A,E01001284,1262,421,168,194,6,53,1683
2021,Ealing 016D,E01001285,1202,505,206,191,10,98,1707
2021,Ealing 016E,E01001286,1236,384,147,158,15,64,1620
2021,Ealing 016F,E01001287,1161,422,145,193,11,73,1583
2021,Ealing 022B,E01001288,1153,270,103,104,5,58,1423
2021,Ealing 022C,E01001289,1048,254,112,103,2,37,1302
2021,Ealing 022D,E01001290,1513,478,202,193,4,79,1991
2021,Ealing 014C,E01001291,1023,658,243,275,24,116,1681
2021,Ealing 014D,E01001292,1041,593,241,233,14,105,1634
2021,Ealing 014E,E01001293,1082,677,264,269,24,120,1759
2021,Ealing 017A,E01001294,1051,909,318,365,34,192,1960
2021,Ealing 017B,E01001295,986,764,283,314,30,137,1750
2021,Ealing 017C,E01001296,837,563,211,214,17,121,1400
2021,Ealing 017D,E01001297,945,834,277,308,48,201,1779
2021,Ealing 017E,E01001298,1095,960,348,361,48,203,2055
2021,Ealing 035B,E01001299,1474,239,114,96,2,27,1713
2021,Ealing 039A,E01001300,1318,232,134,76,4,18,1550
2021,Ealing 039B,E01001301,1283,549,294,177,11,67,1832
2021,Ealing 039C,E01001302,1302,245,151,71,1,22,1547
2021,Ealing 032A,E01001303,1331,331,164,112,8,47,1662
2021,Ealing 039D,E01001304,1287,269,166,74,1,28,1556
2021,Ealing 035C,E01001305,1460,224,121,72,1,30,1684
2021,Ealing 035D,E01001306,1366,210,121,64,0,25,1576
2021,Ealing 002A,E01001307,1150,666,268,263,15,120,1816
2021,Ealing 002B,E01001308,1219,674,277,265,15,117,1893
2021,Ealing 001C,E01001309,1168,640,245,259,19,117,1808
2021,Ealing 001D,E01001310,1363,714,261,352,10,91,2077
2021,Ealing 001E,E01001311,1637,770,320,305,19,126,2407
2021,Ealing 002C,E01001312,1123,779,321,327,13,118,1902
2021,Ealing 002D,E01001313,1110,573,210,241,21,101,1683
2021,Ealing 002E,E01001314,1017,462,183,204,10,65,1479
2021,Ealing 003A,E01001315,863,550,225,216,17,92,1413
2021,Ealing 003B,E01001316,1104,553,226,233,9,85,1657
2021,Ealing 003C,E01001317,1372,730,295,311,17,107,2102
2021,Ealing 003D,E01001318,1260,629,235,265,24,105,1889
2021,Ealing 004B,E01001319,1025,467,201,187,10,69,1492
2021,Ealing 003E,E01001320,1169,371,160,137,7,67,1540
2021,Ealing 003F,E01001321,1518,661,250,282,21,108,2179
2021,Ealing 004C,E01001322,1343,663,272,276,14,101,2006
2021,Ealing 004D,E01001323,1224,691,267,281,18,125,1915
2021,Ealing 008B,E01001324,1023,555,238,215,27,75,1578
2021,Ealing 009A,E01001325,1401,527,226,217,13,71,1928
2021,Ealing 008C,E01001326,1325,489,215,204,6,64,1814
2021,Ealing 009B,E01001327,1250,580,222,249,26,83,1830
2021,Ealing 009C,E01001328,1202,555,220,223,21,91,1757
2021,Ealing 009D,E01001329,1273,604,275,229,17,83,1877
2021,Ealing 008D,E01001330,1260,515,194,206,16,99,1775
2021,Ealing 009E,E01001331,1112,587,198,253,19,117,1699
2021,Ealing 008E,E01001332,1065,449,181,183,14,71,1514
2021,Ealing 038A,E01001333,1353,1026,333,409,63,221,2379
2021,Ealing 029C,E01001334,930,677,215,227,58,177,1607
2021,Ealing 038B,E01001335,1140,602,295,161,32,114,1742
2021,Ealing 038C,E01001336,1108,675,247,234,43,151,1783
2021,Ealing 029D,E01001337,1498,531,218,205,5,103,2029
2021,Ealing 029E,E01001338,1059,735,270,281,25,159,1794
2021,Ealing 029F,E01001339,1497,598,272,213,20,93,2095
2021,Ealing 029G,E01001340,1149,352,137,124,10,81,1501
2021,Ealing 005A,E01001341,1045,693,316,244,18,115,1738
2021,Ealing 005B,E01001342,1028,810,305,321,26,158,1838
