lsoa21cd,lsoa21nm,borough_code,borough_name,ward25cd,ward25nm,icb_code,neighbourhood_id,neighbourhood_name,assignment_method,assignment_source_file,definition_group,manual_override,manual_override_detail
E01001318,Ealing 003D,E09000009,Ealing,E05013531,Northolt Mandeville,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001319,Ealing 004B,E09000009,Ealing,E05013531,Northolt Mandeville,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001320,Ealing 003E,E09000009,Ealing,E05013531,Northolt Mandeville,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001321,Ealing 003F,E09000009,Ealing,E05013531,Northolt Mandeville,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001322,Ealing 004C,E09000009,Ealing,E05013531,Northolt Mandeville,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001323,Ealing 004D,E09000009,Ealing,E05013531,Northolt Mandeville,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001324,Ealing 008B,E09000009,Ealing,E05013532,Northolt West End,NWL,nwl__northolt,Northolt,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001325,Ealing 009A,E09000009,Ealing,E05013532,Northolt West End,NWL,nwl__northolt,Northolt,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001326,Ealing 008C,E09000009,Ealing,E05013532,Northolt West End,NWL,nwl__northolt,Northolt,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001327,Ealing 009B,E09000009,Ealing,E05013532,Northolt West End,NWL,nwl__northolt,Northolt,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001328,Ealing 009C,E09000009,Ealing,E05013532,Northolt West End,NWL,nwl__northolt,Northolt,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001329,Ealing 009D,E09000009,Ealing,E05013532,Northolt West End,NWL,nwl__northolt,Northolt,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001330,Ealing 008D,E09000009,Ealing,E05013532,Northolt West End,NWL,nwl__northolt,Northolt,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001331,Ealing 009E,E09000009,Ealing,E05013532,Northolt West End,NWL,nwl__northolt,Northolt,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001332,Ealing 008E,E09000009,Ealing,E05013532,Northolt West End,NWL,nwl__northolt,Northolt,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001333,Ealing 038A,E09000009,Ealing,E05013538,Southall Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001334,Ealing 029C,E09000009,Ealing,E05013533,Norwood Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001335,Ealing 038B,E09000009,Ealing,E05013533,Norwood Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001336,Ealing 038C,E09000009,Ealing,E05013533,Norwood Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001337,Ealing 029D,E09000009,Ealing,E05013533,Norwood Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001338,Ealing 029E,E09000009,Ealing,E05013537,Southall Broadway,NWL,nwl__north_southall,North Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001339,Ealing 029F,E09000009,Ealing,E05013533,Norwood Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001340,Ealing 029G,E09000009,Ealing,E05013533,Norwood Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001341,Ealing 005A,E09000009,Ealing,E05013534,Perivale,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001342,Ealing 005B,E09000009,Ealing,E05013534,Perivale,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001343,Ealing 005C,E09000009,Ealing,E05013534,Perivale,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001344,Ealing 007A,E09000009,Ealing,E05013534,Perivale,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001345,Ealing 005D,E09000009,Ealing,E05013534,Perivale,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001346,Ealing 007B,E09000009,Ealing,E05013534,Perivale,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001347,Ealing 007C,E09000009,Ealing,E05013534,Perivale,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001348,Ealing 007D,E09000009,Ealing,E05013534,Perivale,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001349,Ealing 006E,E09000009,Ealing,E05013534,Perivale,NWL,nwl__ngp,NGP,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001350,Ealing 027C,E09000009,Ealing,E05013521,Ealing Common,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001351,Ealing 025E,E09000009,Ealing,E05013536,South Acton,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001352,Ealing 027D,E09000009,Ealing,E05013521,Ealing Common,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001353,Ealing 033A,E09000009,Ealing,E05013536,South Acton,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001354,Ealing 027E,E09000009,Ealing,E05013536,South Acton,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001355,Ealing 033B,E09000009,Ealing,E05013536,South Acton,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001356,Ealing 033C,E09000009,Ealing,E05013536,South Acton,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001357,Ealing 033D,E09000009,Ealing,E05013536,South Acton,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001358,Ealing 033E,E09000009,Ealing,E05013536,South Acton,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001359,Ealing 026A,E09000009,Ealing,E05013537,Southall Broadway,NWL,nwl__north_southall,North Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001360,Ealing 026B,E09000009,Ealing,E05013537,Southall Broadway,NWL,nwl__north_southall,North Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001361,Ealing 023E,E09000009,Ealing,E05013537,Southall Broadway,NWL,nwl__north_southall,North Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001362,Ealing 026C,E09000009,Ealing,E05013537,Southall Broadway,NWL,nwl__north_southall,North Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001363,Ealing 026D,E09000009,Ealing,E05013539,Southall West,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001364,Ealing 026E,E09000009,Ealing,E05013537,Southall Broadway,NWL,nwl__north_southall,North Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001365,Ealing 026F,E09000009,Ealing,E05013539,Southall West,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001366,Ealing 044C,E09000009,Ealing,E05013538,Southall Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001367,Ealing 043B,E09000009,Ealing,E05013538,Southall Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001368,Ealing 044D,E09000009,Ealing,E05013538,Southall Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001369,Ealing 038D,E09000009,Ealing,E05013538,Southall Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001370,Ealing 044A,E09000009,Ealing,E05013538,Southall Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001371,Ealing 044B,E09000009,Ealing,E05013538,Southall Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001372,Ealing 043C,E09000009,Ealing,E05013533,Norwood Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001373,Ealing 043A,E09000009,Ealing,E05013538,Southall Green,NWL,nwl__south_southall,South Southall,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001374,Ealing 040A,E09000009,Ealing,E05013540,Southfield,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001375,Ealing 034A,E09000009,Ealing,E05013540,Southfield,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001376,Ealing 040B,E09000009,Ealing,E05013540,Southfield,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001377,Ealing 034B,E09000009,Ealing,E05013540,Southfield,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001379,Ealing 034C,E09000009,Ealing,E05013540,Southfield,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001380,Ealing 040C,E09000009,Ealing,E05013540,Southfield,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001381,Ealing 034D,E09000009,Ealing,E05013540,Southfield,NWL,nwl__acton,Acton,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001382,Ealing 032B,E09000009,Ealing,E05013541,Walpole,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001383,Ealing 028D,E09000009,Ealing,E05013541,Walpole,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001384,Ealing 032C,E09000009,Ealing,E05013541,Walpole,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001385,Ealing 032D,E09000009,Ealing,E05013541,Walpole,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001386,Ealing 031F,E09000009,Ealing,E05013541,Walpole,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001387,Ealing 032E,E09000009,Ealing,E05013541,Walpole,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001388,Ealing 028E,E09000009,Ealing,E05013541,Walpole,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001389,Ealing 028F,E09000009,Ealing,E05013541,Walpole,NWL,nwl__south_central_ealing,South Central Ealing,ward25_code,NWL - Dominant Neighbourhood Mapping.xlsx,NWL,False,
E01001390,Enfield 036A,E09000010,Enfield,E05013686,New Southgate,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001391,Enfield 036B,E09000010,Enfield,E05013673,Bowes,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001392,Enfield 032A,E09000010,Enfield,E05013686,New Southgate,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001393,Enfield 036C,E09000010,Enfield,E05013686,New Southgate,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001394,Enfield 035A,E09000010,Enfield,E05013673,Bowes,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001395,Enfield 035B,E09000010,Enfield,E05013673,Bowes,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001396,Enfield 036D,E09000010,Enfield,E05013673,Bowes,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001397,Enfield 035C,E09000010,Enfield,E05013673,Bowes,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001398,Enfield 021A,E09000010,Enfield,E05013676,Bush Hill Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001399,Enfield 021B,E09000010,Enfield,E05013676,Bush Hill Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001400,Enfield 021C,E09000010,Enfield,E05013676,Bush Hill Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001401,Enfield 016A,E09000010,Enfield,E05013691,Southbury,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001402,Enfield 021D,E09000010,Enfield,E05013676,Bush Hill Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001403,Enfield 021E,E09000010,Enfield,E05013676,Bush Hill Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001404,Enfield 026A,E09000010,Enfield,E05013683,Highfield,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001405,Enfield 015A,E09000010,Enfield,E05013676,Bush Hill Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001406,Enfield 015B,E09000010,Enfield,E05013691,Southbury,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001407,Enfield 005A,E09000010,Enfield,E05013695,Whitewebbs,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001408,Enfield 004A,E09000010,Enfield,E05013695,Whitewebbs,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001409,Enfield 005B,E09000010,Enfield,E05013691,Southbury,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001410,Enfield 005C,E09000010,Enfield,E05013695,Whitewebbs,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001411,Enfield 004B,E09000010,Enfield,E05013695,Whitewebbs,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001412,Enfield 004C,E09000010,Enfield,E05013695,Whitewebbs,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001413,Enfield 004D,E09000010,Enfield,E05013695,Whitewebbs,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001414,Enfield 004E,E09000010,Enfield,E05013695,Whitewebbs,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001415,Enfield 011A,E09000010,Enfield,E05013678,Cockfosters,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001416,Enfield 013A,E09000010,Enfield,E05013687,Oakwood,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001417,Enfield 011B,E09000010,Enfield,E05013678,Cockfosters,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001418,Enfield 011C,E09000010,Enfield,E05013678,Cockfosters,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001419,Enfield 020A,E09000010,Enfield,E05013687,Oakwood,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001420,Enfield 020B,E09000010,Enfield,E05013678,Cockfosters,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001421,Enfield 020C,E09000010,Enfield,E05013678,Cockfosters,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001422,Enfield 011D,E09000010,Enfield,E05013678,Cockfosters,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001423,Enfield 027A,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001424,Enfield 030A,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001425,Enfield 027B,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001426,Enfield 030B,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001427,Enfield 030C,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001428,Enfield 027C,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001429,Enfield 030D,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001430,Enfield 030E,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001431,Enfield 033A,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001432,Enfield 033B,E09000010,Enfield,E05013679,Edmonton Green,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001433,Enfield 007A,E09000010,Enfield,E05013674,Brimsdown,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001434,Enfield 007B,E09000010,Enfield,E05013674,Brimsdown,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001435,Enfield 007C,E09000010,Enfield,E05013674,Brimsdown,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001436,Enfield 007D,E09000010,Enfield,E05013674,Brimsdown,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001437,Enfield 014A,E09000010,Enfield,E05013674,Brimsdown,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001438,Enfield 007E,E09000010,Enfield,E05013674,Brimsdown,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001439,Enfield 006A,E09000010,Enfield,E05013674,Brimsdown,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001440,Enfield 012A,E09000010,Enfield,E05013677,Carterhatch,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001441,Enfield 006B,E09000010,Enfield,E05013674,Brimsdown,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001442,Enfield 002A,E09000010,Enfield,E05013680,Enfield Lock,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001444,Enfield 001A,E09000010,Enfield,E05013680,Enfield Lock,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001445,Enfield 003B,E09000010,Enfield,E05013680,Enfield Lock,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001446,Enfield 001B,E09000010,Enfield,E05013680,Enfield Lock,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001447,Enfield 003C,E09000010,Enfield,E05013680,Enfield Lock,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001448,Enfield 003D,E09000010,Enfield,E05013680,Enfield Lock,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001449,Enfield 003E,E09000010,Enfield,E05013680,Enfield Lock,NCL,ncl__northeast_enfield,Northeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001450,Enfield 015C,E09000010,Enfield,E05013693,Town,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001451,Enfield 017A,E09000010,Enfield,E05013681,Grange Park,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001452,Enfield 017B,E09000010,Enfield,E05013681,Grange Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001453,Enfield 017C,E09000010,Enfield,E05013681,Grange Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001454,Enfield 017D,E09000010,Enfield,E05013681,Grange Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001455,Enfield 021F,E09000010,Enfield,E05013676,Bush Hill Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001456,Enfield 022A,E09000010,Enfield,E05013681,Grange Park,NCL,ncl__southwest_enfield,Southwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001457,Enfield 010A,E09000010,Enfield,E05013690,Ridgeway,NCL,ncl__northwest_enfield,Northwest Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001458,Enfield 037A,E09000010,Enfield,E05013682,Haselbury,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001459,Enfield 024A,E09000010,Enfield,E05013682,Haselbury,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001460,Enfield 024B,E09000010,Enfield,E05013682,Haselbury,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001461,Enfield 027D,E09000010,Enfield,E05013682,Haselbury,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001462,Enfield 024C,E09000010,Enfield,E05013682,Haselbury,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001463,Enfield 031A,E09000010,Enfield,E05013682,Haselbury,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001464,Enfield 027E,E09000010,Enfield,E05013682,Haselbury,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
E01001465,Enfield 031B,E09000010,Enfield,E05013682,Haselbury,NCL,ncl__southeast_enfield,Southeast Enfield,direct_lsoa21,NEL & NCL LSOA codes.xlsx,NCL_NEL,False,
