indicator_id,metric_title,public_explorer_visible,currently_in_app,theme,subtheme,ui_tier,source_key,source_name,source_file_or_api,source_geography,geography_version,source_period,unit,aggregation_method,benchmark_method,last_refresh_date,default_view,primary_visualisation,secondary_visualisation,compact_view_options,full_view_options,module_bundle_view,comparison_view,trend_view,map_view,source_url,docs_url,caveats
qof_points_copd014,Chronic obstructive pulmonary disease: COPD and Medical Research Council (MRC) dyspnoea scale >=3 at any time... (COPD014) points share,False,True,Health & Wellbeing,Chronic obstructive pulmonary disease,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_copd010,"Chronic obstructive pulmonary disease: COPD, on the register, with a review in the last 12 months which... (COPD010)",True,True,Health & Wellbeing,Chronic obstructive pulmonary disease,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_copd010,"Chronic obstructive pulmonary disease: COPD, on the register, with a review in the last 12 months which... (COPD010) PCAS share",False,True,Health & Wellbeing,Chronic obstructive pulmonary disease,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_copd010,"Chronic obstructive pulmonary disease: COPD, on the register, with a review in the last 12 months which... (COPD010) points share",False,True,Health & Wellbeing,Chronic obstructive pulmonary disease,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_points_copd015,Chronic obstructive pulmonary disease: The contractor establishes and maintains a register of: 1. Patients... (COPD015) points share,False,True,Health & Wellbeing,Chronic obstructive pulmonary disease,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_prevalence_dem,Dementia prevalence (QOF),True,True,Health & Wellbeing,Dementia,standard,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_register_dem001,Dementia registered share (QOF),False,True,Health & Wellbeing,Dementia,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.
qof_achievement_dem004,Dementia: diagnosed with dementia whose care plan has been reviewed in the last... (DEM004),True,True,Health & Wellbeing,Dementia,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_dem004,Dementia: diagnosed with dementia whose care plan has been reviewed in the last... (DEM004) PCAS share,False,True,Health & Wellbeing,Dementia,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_dem004,Dementia: diagnosed with dementia whose care plan has been reviewed in the last... (DEM004) points share,False,True,Health & Wellbeing,Dementia,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_points_dem001,Dementia: patients diagnosed with dementia (DEM001) points share,False,True,Health & Wellbeing,Dementia,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_dep003,Depression (DEP003),True,True,Health & Wellbeing,Depression,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_dep003,Depression (DEP003) PCAS share,False,True,Health & Wellbeing,Depression,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_dep003,Depression (DEP003) points share,False,True,Health & Wellbeing,Depression,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_prevalence_dep,Depression prevalence (QOF),True,True,Health & Wellbeing,Depression,standard,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_register_dep003,Depression registered share (QOF),False,True,Health & Wellbeing,Depression,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.
qof_register_dep004,Depression registered share (QOF),False,True,Health & Wellbeing,Depression,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,ranked_distribution,benchmark_lollipop|ranked_distribution,choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.
qof_achievement_dep004,Depression: aged 18+ with a new diagnosis of depression in the preceding 1 April to... (DEP004),True,True,Health & Wellbeing,Depression,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_dep004,Depression: aged 18+ with a new diagnosis of depression in the preceding 1 April to... (DEP004) PCAS share,False,True,Health & Wellbeing,Depression,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_newly_diagnosed_dep004,Depression: aged 18+ with a new diagnosis of depression in the preceding 1 April to... (DEP004) newly diagnosed share,True,True,Health & Wellbeing,Depression,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,ranked_distribution,benchmark_lollipop|ranked_distribution,choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of newly diagnosed cases derived from GP-practice data rather than a directly observed resident measure.
qof_points_dep004,Depression: aged 18+ with a new diagnosis of depression in the preceding 1 April to... (DEP004) points share,False,True,Health & Wellbeing,Depression,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_dm019,Diabetes mellitus (DM019),True,True,Health & Wellbeing,Diabetes mellitus,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_dm019,Diabetes mellitus (DM019) PCAS share,False,True,Health & Wellbeing,Diabetes mellitus,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_dm019,Diabetes mellitus (DM019) points share,False,True,Health & Wellbeing,Diabetes mellitus,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_prevalence_dm,Diabetes mellitus prevalence (QOF),True,True,Health & Wellbeing,Diabetes mellitus,standard,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_register_dm017,Diabetes mellitus registered share (QOF),False,True,Health & Wellbeing,Diabetes mellitus,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.
qof_points_dm017,"Diabetes mellitus: all patients aged 17 or over with diabetes mellitus, which specifies... (DM017) points share",False,True,Health & Wellbeing,Diabetes mellitus,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_dm022,"Diabetes mellitus: diabetes, on the register, aged 40 years or over, with no history of... (DM022)",True,True,Health & Wellbeing,Diabetes mellitus,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_dm022,"Diabetes mellitus: diabetes, on the register, aged 40 years or over, with no history of... (DM022) PCAS share",False,True,Health & Wellbeing,Diabetes mellitus,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_dm022,"Diabetes mellitus: diabetes, on the register, aged 40 years or over, with no history of... (DM022) points share",False,True,Health & Wellbeing,Diabetes mellitus,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_dm023,"Diabetes mellitus: diabetes, on the register, and a history of CVD (excluding haemorrhagic... (DM023)",True,True,Health & Wellbeing,Diabetes mellitus,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
qof_pcas_dm023,"Diabetes mellitus: diabetes, on the register, and a history of CVD (excluding haemorrhagic... (DM023) PCAS share",False,True,Health & Wellbeing,Diabetes mellitus,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.
qof_points_dm023,"Diabetes mellitus: diabetes, on the register, and a history of CVD (excluding haemorrhagic... (DM023) points share",False,True,Health & Wellbeing,Diabetes mellitus,hidden,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance."
qof_achievement_dm006,"Diabetes mellitus: diabetes, on the register, with a diagnosis of nephropathy (clinical... (DM006)",True,True,Health & Wellbeing,Diabetes mellitus,advanced,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,share,recompute_rate_from_numerator_denominator,direct_aggregate,2026-03-23,benchmark_lollipop,benchmark_lollipop,trend_line,benchmark_lollipop|trend_line,ranked_distribution|choropleth_map|table_support_only,domain_tile_matrix,benchmark_lollipop,trend_line,choropleth_map,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data,https://github.com/houseofcommonslibrary/local-health-data-from-QOF,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.
